;userID;ISBN;bookRating
58682;98391;1573222240;9
386;49646;059030271X;8
35616;119858;039551083X;10
51149;112001;1551666723;10
25621;11720;051770739X;8
11006;228;039575514X;9
11514;91103;006101351X;5
16976;25827;067088300X;6
11716;119541;080213825X;8
62013;113955;156608055X;6
42681;36554;038529462X;10
43742;61028;1401039081;10
56967;92547;034525483X;10
64993;135383;188436005X;10
59709;128325;1582344043;8
30256;16634;1853263087;8
50535;77480;039914594X;7
50162;58482;1859843867;9
62215;114700;1889606030;4
20877;100906;1571430148;6
14367;98391;1551666855;9
559;78779;081297106X;6
43719;73588;042513234X;5
47141;122429;1590300475;6
57795;98391;1592220096;10
5112;23872;1558745157;10
446;24215;074343627X;8
27290;65837;1401088945;1
19161;56307;038073186X;8
8716;149071;044023669X;6
18058;139828;038078520X;3
54559;78834;1570643741;10
44416;38832;1573922056;9
62466;116183;1580170676;7
60400;104429;1591450551;10
51592;126492;1584855193;6
29334;15408;068486486X;8
59890;101851;002028361X;10
41889;102029;045121157X;9
10919;75;1558531025;5
55657;85526;055327788X;9
36661;38654;067187263X;9
58411;98391;034544647X;9
66895;152186;1561712418;10
62916;121264;1882633040;4
43160;36741;006009351X;5
19755;132199;1573221937;2
25143;107326;1563890895;9
53616;74588;1566047501;8
52957;70594;1550416723;10
118;145641;038550120X;7
14563;2276;038072880X;9
39861;31556;080502607X;6
33641;36256;1881273156;10
61092;108379;1580622240;9
45808;43359;067167076X;5
23323;114493;042511306X;7
4301;22625;067976402X;10
55229;82723;1892112019;10
64642;132663;1885203470;8
58891;98391;159414088X;9
60012;101851;1580170501;10
45355;42162;1569314330;7
24529;30035;055314300X;8
35330;51883;013143344X;10
8082;36907;038549081X;10
33691;29228;067156773X;8
2311;113519;038548951X;9
34324;23504;067172066X;5
24358;50245;074322423X;5
53427;141157;1558532854;10
21644;46307;1551662604;8
48115;52438;1860464335;9
51605;64846;1887128646;9
25797;23571;1400047714;10
47201;49889;157345320X;7
62917;121264;1890447269;5
63383;124988;2070375846;7
18847;5582;156333609X;9
55295;95010;039475686X;7
1844;102967;014029628X;8
5811;136077;039914739X;8
25329;10354;1591822092;10
7249;28451;051513287X;8
4592;40889;089480751X;10
13587;1412;089587198X;7
57660;94781;1557489858;8
36051;25981;1551662817;5
24492;22521;078688942X;4
50329;98391;037379035X;8
24790;114365;051512558X;8
49241;114368;155166321X;10
52952;70594;1550415107;10
64050;128835;1877988219;8
54213;76815;1892284898;10
881;124175;038081093X;8
21385;16795;006001203X;8
21846;73999;1565122798;9
21221;7035;1573221082;7
54314;77480;1558762655;7
11088;37573;014230218X;9
30388;16777;1853260789;5
10610;98652;1882723007;10
18958;21202;044809505X;5
58802;98391;1590580672;9
32324;19336;1556618689;8
53078;71551;1887178759;6
60090;106007;044041508X;8
34453;23652;1551669099;8
3596;97290;014038572X;6
41401;35093;1551666944;9
54509;135776;014027166X;9
6699;124079;059042503X;7
65513;139524;1591820332;9
31934;18038;055314331X;5
31600;21659;014034019X;10
32534;19664;1563055597;8
52958;70594;155054652X;8
28728;14456;081180464X;7
52080;92810;031219210X;7
34647;76499;068486861X;8
58679;98391;1570722811;10
45094;40958;2266071106;5
65239;137978;1891824333;10
24040;8782;059098182X;10
35092;24191;1567408265;6
849;56661;080410946X;10
6223;117345;1573220280;7
24818;9667;1885027060;8
54693;79441;044990542x;9
18949;5777;1564029654;8
12934;853;034545829X;9
26660;148738;006104444X;8
35868;55356;1577311523;8
61631;111578;1570829799;7
62016;113955;1570642818;7
47247;125540;067977260X;8
39660;98391;044100900X;9
64748;133962;1550502700;8
37979;37950;1551669315;7
8328;132846;042518630X;10
56039;87141;156592214X;8
10601;278633;1882723007;8
48429;52614;1557737991;9
50498;94797;1582401837;9
24623;130837;006097673X;8
32202;102702;050552354X;10
51150;61854;1567405347;10
14240;93047;068486780X;9
26308;68729;1551668246;7
38664;30180;1573220906;8
11914;119541;1573225789;9
48926;54997;3423202327;8
23938;115963;039913929X;7
36117;25996;1575668807;7
34328;152020;039455583X;8
51877;98391;1930252986;9
58148;96711;1883577039;10
24184;129851;076270327X;7
4140;277835;014032724X;10
11934;505;006017143X;9
38670;96448;038072913X;6
19102;53042;1400031362;10
1077;2565;1558743669;10
61824;112672;1571780831;10
27882;29259;039914787X;5
29569;46398;044022859X;8
50947;60419;081603494X;10
15066;4017;1558746161;10
57358;93181;1556734832;10
33962;59169;1893956393;6
10622;148139;1550741195;8
45142;55622;067187697X;9
52206;76499;068818474X;1
6984;63394;1556611188;5
59558;99954;1852834064;5
43131;85526;055321375X;7
44224;38273;188436425X;5
58805;98391;1590580729;10
50182;74106;1551669471;7
56624;88733;1898901147;8
49527;131032;068986437X;6
53550;97290;067972463X;7
58359;98391;031228442X;9
40548;94153;1580627749;9
48982;124363;187798826X;10
46642;115929;037321801X;9
16614;113519;1565122968;8
17434;52917;1885211279;8
28658;88509;1573222259;7
35806;43021;1564142493;10
16779;3371;1885983212;8
18798;11629;087542791X;5
19167;116464;038073186X;9
18904;5730;088899088X;8
58837;98391;1591131529;9
9961;96448;1559029897;8
55906;86641;044136375X;6
34211;23181;044039077X;7
5165;114544;1558745157;7
39099;30735;156305566X;8
12415;143964;1558747028;7
36928;26593;068984364X;6
64656;132836;1557100411;10
34299;23366;055380247X;5
58073;96357;006251752X;8
63432;125203;2203135727;9
49250;69697;155166948X;10
54529;135703;067168454X;9
37446;27904;1587361175;10
3597;99955;014038572X;10
11423;18629;006101351X;8
53474;89867;038070949X;4
17983;86093;1551667436;9
52916;75081;1559352876;10
57162;93047;155583759X;7
17127;16634;038081658X;8
57799;94952;037326206X;7
41418;138239;1593080344;10
10738;64137;155874262X;8
5240;39281;044651652X;9
63941;127481;1570251401;10
49396;105535;1853260266;5
47002;100783;031285370X;4
37082;27140;1565048288;10
53470;73509;061810450x;7
5595;147224;1573220876;9
54303;77383;031285272X;7
12065;57265;055356160X;8
60589;105517;014011789X;6
34375;23571;1858285321;10
64655;132836;1556561202;10
7145;74312;039592720X;7
58067;96183;091482967X;10
29271;28790;044023719X;4
12033;72742;043912042X;5
20803;74286;1556618662;7
11401;56959;076218857X;10
38112;124852;1559949783;7
45337;42093;1402501765;7
64702;133689;1896283098;8
58392;98391;031286440X;10
31305;16871;038547508X;10
11483;65032;006101351X;5
39542;136010;074345152X;7
575;117873;081297106X;9
65648;141373;1879360292;8
45942;136213;067165361X;7
47623;68487;1551669005;8
7892;51883;037307610X;10
16765;3364;1895636337;7
66130;145449;1589821017;9
4667;145861;068482499X;9
17817;64015;055327886X;9
22783;8066;076790382X;4
33764;115942;1558742913;5
33802;141322;1561840564;10
22110;98391;042518272X;8
25844;102275;067162461X;9
37610;33153;1579546536;8
15166;24933;051512088X;5
34890;23847;1585420638;5
51804;66617;1568840020;5
50644;60244;067943335X;10
13536;135265;1551669501;9
48116;63854;1860464335;6
10979;8;1575663937;6
6314;10697;059035342X;10
57734;94923;1565049357;8
29124;15021;042509474X;10
29304;151442;044024126X;10
46088;44611;037311768X;2
20850;62919;1568360428;8
56955;92196;1878346334;7
20187;139634;1567312292;5
42562;36268;048629823X;10
16642;98484;1567312497;7
48440;52777;1410743608;9
8721;10819;044040665X;8
25443;54193;157322930X;4
25787;143715;039304632X;4
49064;55272;037311981X;5
15103;36609;1401301061;10
33270;21014;014200006X;6
48806;128835;1582342644;6
2577;16795;068971310X;8
58795;98391;1590580540;9
30762;77181;067974388X;8
16863;3569;034541036X;10
30367;16759;073930464X;8
4589;277901;089480751X;6
66878;151750;1566891337;8
95;111174;038550120X;6
22136;7346;044809522X;7
22872;108197;1878424424;5
23007;59267;1551669498;7
52635;145291;082175677X;7
6055;95300;068484477X;9
49040;55187;1853260622;10
60414;104530;055310604X;5
51802;66574;1582344159;7
24514;38023;1591822580;10
18871;85993;1551669285;10
19588;123883;081120068X;5
23409;127200;034530912X;7
7378;45230;044661257X;5
18050;4438;038078520X;4
35090;24191;1559271833;2
2840;70594;1400031354;10
42558;36256;084991759X;10
33013;101851;1560764309;9
31872;83666;155166917X;5
11055;17003;006000438X;6
19821;6251;1579590225;9
6380;49225;059035342X;8
23569;135376;1400046610;8
52456;114368;1551665352;5
49127;55490;1573220450;8
4279;8290;067976402X;10
8145;278418;042513525X;5
29875;16190;1889708003;10
10698;14422;155874262X;7
60161;102939;1560444940;7
29526;135730;006092327X;8
24778;9613;051512558X;8
44582;98391;1575668793;9
65984;143415;096503089X;2
32835;20115;1567991890;8
23878;28594;1563890119;9
32964;28591;082177509X;5
58415;98391;034547628X;10
48441;52779;1570642028;10
52054;68156;039492522X;7
51626;64962;1577470303;6
17484;114544;006251184X;7
54448;96320;006101141X;9
50618;60244;038072197X;10
37917;75081;1592400361;10
59024;98391;1931402299;9
22699;59189;039914840X;8
49732;56856;1557042462;8
58133;96496;157064134X;5
3737;58522;034543739X;6
46066;44595;042505232X;6
31565;69389;1575668548;7
33999;22154;1565925157;9
9064;152186;055356451X;8
11157;46467;038542017X;8
4579;122793;1558744606;10
66826;151097;1563050846;10
49023;55187;1573225479;10
41558;36836;031230174X;8
60869;140629;2010054903;10
10671;15945;1865085537;6
34468;23653;1586481398;9
12644;22625;038533334X;10
21158;129716;067942573X;8
4933;4622;034540288X;4
65173;136676;1558684255;5
26826;11993;1564772241;8
59264;141857;1565073711;8
65071;136139;091827379X;5
58723;98391;1575669218;9
28077;35966;006018311X;9
26731;11993;037602237X;9
54406;78553;076071102X;10
60139;102702;1878574892;8
60873;107258;039331510X;9
52888;70415;1892127199;10
41116;33980;038572974X;5
48705;53310;1853716820;4
47139;49630;1590300475;8
50036;57347;1568842228;8
46893;48455;1592810160;4
44032;45383;1568959753;6
53126;71800;1580050301;7
49450;55849;2070385132;6
33714;95359;1555837336;10
38764;30276;044022005X;7
43880;52435;015601422X;5
55944;88677;044020237X;10
61640;111731;1862044457;2
56345;87911;014131091X;5
17750;30263;034545071X;9
44733;40922;067003004X;7
31603;65032;014034019X;5
20712;6575;060960516X;8
31793;17380;038080297X;8
44968;147764;1555534007;8
24228;31315;042510687X;8
55395;83110;087833341X;6
3163;277427;1568380593;10
2680;97694;080410753X;7
66263;146348;1563052857;10
50774;60244;1856975193;6
6570;125039;006440630X;6
63686;127137;1567921914;8
36481;26535;1551660946;5
11833;152651;068484267X;10
48516;52917;1575843358;3
42423;93303;1880418568;10
3644;277523;1558744150;10
4261;882;067976402X;10
26657;139828;006104444X;7
44291;38595;1402708610;10
60913;107718;1569470200;5
8438;33727;044021145X;8
31638;83561;055334949X;5
31266;86965;1878424114;10
14375;98391;1551668424;8
37614;28451;039914627X;8
14302;129074;051512463X;7
18938;5777;039515023X;8
20672;143631;044990542X;10
178;55492;043935806X;9
59600;100459;006250374X;8
44308;38654;087406421X;7
56415;88116;1562453688;5
32026;82901;1558745432;9
14136;81249;1573229326;9
44053;67547;1573223573;3
6362;35148;059035342X;10
46458;46443;1562820125;8
25624;76530;051770739X;5
3446;104636;044022165X;8
54923;81064;044011893X;6
6610;39227;042510107X;10
14877;113030;1550548913;7
28440;30533;074320218X;9
18868;5584;1852302089;5
51332;101851;1567180019;8
65650;141447;077832012x;8
53112;71712;1566374790;9
58823;98391;1590581326;9
14073;2033;1559274581;7
20299;89475;1558744592;7
20126;6543;055358281X;6
25007;136255;084232920X;7
46961;48911;1555235417;10
66623;149069;1567187676;5
54048;76483;060980135X;8
5556;82407;044900371X;10
12994;108141;067081976X;9
43075;88793;1567404758;8
37369;27703;1401042627;5
65187;137222;1573225851;10
60153;102844;046508138X;7
1941;142121;038550926X;7
19032;147847;067167269X;5
35402;69697;1551665247;7
10729;48494;155874262X;10
34655;30127;078686298X;9
8671;51654;044022473X;10
47133;49460;1580621716;9
63000;122781;1589760204;8
46597;47279;1579544827;10
5076;144628;1573221112;9
19074;131137;1573220531;7
17044;28634;1551668912;7
59026;98391;1931468133;10
26650;15670;006104444X;9
34291;23288;1561791636;7
3479;122440;044022165X;8
20311;10447;1558746226;6
11724;500;084994371X;8
37249;27472;039914112X;9
40199;105979;1565122763;9
58280;98039;1567510981;7
11298;6543;1563898586;8
57210;93047;156971634X;8
1220;46398;1571740562;8
24647;37950;038072118X;7
6370;40795;059035342X;10
17267;78783;038079487X;8
61519;110973;078670585X;9
56057;87141;1565923200;6
23169;96970;037570910X;6
48842;54576;193116603X;10
51682;65258;1566705193;7
62082;114210;086411415X;5
44022;37950;1878321250;8
65918;143175;1588720098;9
7261;44790;051513287X;6
60862;107177;1552781631;2
20444;104695;015670160X;7
34991;23872;1882577981;10
58432;98391;037375020X;8
1682;121547;037541309X;8
15686;68943;002026478X;7
28380;23872;1551660504;5
29936;71716;034544177X;9
25332;42162;1591822246;4
39612;31315;1568655282;10
18534;122429;037540256X;8
34939;80693;1557831572;10
33650;151503;1881273156;10
59469;99102;1888173971;7
17459;87901;068480087X;10
50908;60337;031206568X;8
19812;57398;1575665816;9
7725;6871;034538184X;4
18744;147847;039951743X;5
50883;136382;067170611X;3
57468;93513;044019346X;5
56242;88412;1853260118;10
22757;8027;1400045029;9
2539;139141;067101417X;5
61225;109574;1559587008;10
1459;54335;044023722X;8
35925;25850;1559580968;9
26212;98391;067003021X;9
45473;42718;1565076915;10
56333;148199;1892859106;5
41015;33974;051754363X;2
47924;51992;037541214X;10
21199;6931;081120457X;9
29963;16469;1418413933;8
27247;29259;084233226X;7
65174;136676;1877864145;5
35746;25521;1888125799;8
33805;21559;1578155150;6
31939;30273;037570731X;6
66483;148258;014095144X;7
21148;44295;067942573X;9
56968;125039;034525483X;10
25586;10728;2266123254;8
58275;97945;1570089507;7
14138;82842;1573229326;8
55661;85526;067977999X;9
22755;54497;037570342X;8
56523;88686;1585420204;3
58141;96528;1931646317;7
52379;69078;1885492162;7
54604;78846;3791325906;8
64608;132371;1563152827;8
57966;95574;067173735X;10
38644;30116;1582431671;7
58885;98391;1594140731;8
2004;8019;002542730X;9
51593;64769;1584855215;9
43476;67199;1585670081;8
45975;43920;1558680616;7
11185;133679;038542017X;10
58766;98391;1590250133;8
1064;85426;055326611X;9
21294;69697;067179356X;9
48936;104429;1576731154;10
27522;73835;1569311382;8
58150;96721;1585790214;8
54563;78834;1579541186;10
9779;26544;1551668645;9
15742;71799;044661193X;3
3432;88389;044022165X;7
31665;17003;1592400086;10
9249;105128;059045367X;8
62423;115971;1573560243;9
38666;30221;038072913X;6
33723;136829;1558500510;9
44915;99996;006103083X;5
26542;17667;034530893X;3
32232;116122;1565049004;10
57491;93713;1582340234;6
31245;16795;1588250016;7
17410;130571;1573228214;6
17805;4228;055327886X;9
50672;120860;1400045630;5
239;116904;043935806X;10
30094;110973;039913039X;8
12780;774;055321313X;8
11807;116395;068484267X;8
2954;41781;1400034779;6
583;144038;081297106X;10
33187;20879;051512902X;10
38519;98391;1583141936;9
25320;10354;1591820286;9
14933;24624;1565073541;8
34307;82657;055380247X;5
17013;95375;067088300X;10
3370;37950;044022165X;7
15158;65453;044900483X;8
23036;110564;1573227161;8
6949;78352;014011291X;9
174;53678;043935806X;9
18148;126617;031242227X;9
64645;132687;1577310160;10
3980;113435;067976397X;5
28572;89069;060960225X;9
47452;50859;096138591X;4
22632;114001;038072362X;7
42885;56959;1561380229;10
33009;20201;1560763760;5
33020;20201;1560766190;5
4787;38556;055328942X;5
48783;54073;1556113463;9
28515;37493;006018650X;4
21301;131548;067179356X;5
19599;98391;082177512X;8
12995;111390;067081976X;5
65472;139182;2871532605;7
50599;94818;015202073X;10
61079;125287;158234034X;8
514;121065;074343627X;9
23796;87555;1559390476;10
51309;128406;1551669595;3
52645;107784;088166247X;10
13724;35859;042513301X;8
37100;115120;037383411X;7
60040;101851;4770026838;10
8781;33006;044922046X;6
30624;21163;044651974X;7
61744;112083;1591823382;10
12757;11601;1573229385;5
784;88412;067102423X;8
39097;30735;088268115X;10
53688;123377;1888451033;7
19454;143349;067944999X;8
56745;89988;1558704566;7
35075;24186;1558539328;10
19220;59209;1552630110;8
17787;115003;074322535X;9
18706;125203;1558748040;6
58046;98758;034060834X;7
61209;109574;034530179X;5
28510;14374;1887166009;7
37926;28634;078601086X;8
56144;87410;1591131421;9
43907;37712;096362556X;8
31182;16795;1569875200;5
695;127359;034541389X;7
55257;93047;1555836437;7
63947;127537;157566237X;10
23564;67910;1400046610;10
5979;31390;068484477X;10
857;105979;080410946X;7
25161;152562;069811406X;10
26878;95853;1573220167;3
9678;69697;1551661489;7
7738;59303;034538184X;9
19975;6368;045120994X;7
49407;128060;1565924878;10
15505;34837;042518403X;6
8759;151608;044661095X;2
57763;150979;1586211099;10
60792;106849;1576853950;10
17580;46907;1573227331;9
58315;98322;044185947X;6
28129;57179;038531292X;6
29501;123867;156619024X;10
58336;98391;006051969X;9
58765;98391;1589821092;8
23074;8067;159184021X;10
37370;111356;1401042627;10
56012;87141;1558172602;8
58614;126240;1551666820;5
2905;8630;1400034779;7
58903;98391;1594141118;10
53455;98391;1590522001;9
6518;129550;059035342X;10
57907;95359;068981335X;7
61798;132663;1561706361;8
12802;55492;055321313X;10
30891;69697;1551665743;10
20012;143415;067940712X;8
57769;94923;1885408811;6
3746;136791;034543739X;7
8337;40934;043910274X;10
65850;142973;1575843315;5
35550;25131;031226240X;8
23129;81458;006109868X;8
40165;31826;1856978796;10
28768;104058;014039012X;9
18226;69378;061810450X;6
52789;98391;052594821X;9
1439;46671;044023722X;6
57761;94923;1578151635;7
16542;93363;1558747699;6
16238;149071;155166576X;6
38403;29855;044050757X;3
35604;133682;055320663X;4
17287;107208;038079487X;9
20848;30898;1568360428;10
18836;55665;1551668637;8
13577;52130;037542217X;8
45315;87303;1572971487;10
7536;78015;006109921X;7
59690;100906;1558686134;8
37991;28682;1558178848;10
39923;52517;1853913057;7
37017;76499;038531387X;10
61089;108379;1550463225;9
44856;40640;009183113X;6
55403;83239;1550416987;10
50325;98391;037325976X;9
19886;86072;042514545X;3
61294;110308;038572182X;4
14127;64679;1573229326;9
66836;151408;1576735982;8
55653;85526;012643140X;10
47929;51992;068484625X;9
18111;73923;031242227X;8
58446;98391;039914854X;9
40953;33826;068485614X;10
28885;98263;067169507X;8
52605;69697;037380685X;8
28979;14571;1568360487;3
20704;148028;052594527X;10
12863;111286;014016930X;7
41301;127200;034535785X;5
17796;145641;074322535X;7
54763;79945;1569312125;10
9771;98391;1551668270;9
33174;20755;1580082718;4
62753;119749;1575840146;7
9676;149069;155166075X;10
47077;118985;1400034639;7
46392;46389;1885183186;8
701;136136;034541389X;6
62541;116904;1586637649;10
12145;51883;068815252X;1
50955;60569;030737002X;10
4454;105937;067976402X;10
3304;134684;042516098X;8
6413;68760;059035342X;10
32369;20115;1559120177;8
46162;44893;080213940X;8
6132;10560;076534128X;7
7967;4385;037329011X;10
52361;69078;156706289X;9
14758;2579;059042761X;10
56578;88733;1562829661;10
38899;30527;1568841701;10
17586;66574;1573227331;6
64670;132836;1884240151;10
2434;125701;043936213X;10
15086;87964;1558746161;5
58515;98391;074346348X;10
10356;119700;1576737330;8
377;20172;059030271X;10
5639;26535;038097570X;5
41967;152186;067100669X;9
5837;31919;044022103X;5
60920;107740;1931468036;9
37435;55490;1565041755;10
7026;133571;051512298X;8
9921;83287;1559029838;10
56805;90971;1558745424;9
4048;112093;087542127X;5
34885;108485;055338015X;8
49538;132978;037550883X;8
50572;60178;1575667355;8
22626;43061;038072362X;8
23030;8067;1573227161;10
58643;98391;1552129055;9
39186;152409;068816711X;9
48605;130636;1565048024;7
13869;98391;1551669404;9
6587;98391;038082082X;8
3093;149835;1400034779;9
2513;133571;067091021X;7
45391;133225;086316157X;8
23485;98391;1551666588;8
13502;92547;089480829X;10
65342;138578;1883523192;10
53562;74315;087477019X;7
57888;95353;089085078X;8
63958;127826;1558743375;5
25611;10819;042509961X;8
60672;106007;006099505X;10
55804;85993;159145042X;10
5592;136568;1573220876;8
36772;114368;1551669390;5
60668;105987;1559701277;9
4805;110912;055328942X;10
26348;69389;1551669153;9
61794;112290;1570540403;7
32330;113519;1558747435;9
21628;98391;1400060923;10
63946;127519;037344141X;6
27650;12824;1892213796;10
53673;75081;1561703974;10
64789;134599;1591821347;10
7086;106849;1878424319;10
13677;149526;037541181X;5
24115;85757;1592400876;8
26863;11993;1580081916;8
56816;91103;1555134246;5
9766;8067;1551668270;8
50051;57562;1580050549;8
33294;116311;042516246X;7
13296;90776;014131088X;5
22913;78783;038081918X;7
2798;7125;1400031354;10
65891;143175;1565115384;9
51747;65855;1892226006;10
3294;124315;042516098X;7
60984;107852;082171466X;7
1832;84897;014029628X;7
36260;88677;037307607X;9
14483;119094;055357549X;6
64922;135265;037319658X;5
50648;60244;080102286X;8
46736;47971;1557100101;9
22876;43246;1883642434;8
42669;36484;1892016508;9
44225;38273;1884364268;5
36945;26593;1570821119;5
5689;112001;1558745017;10
22692;46137;039914840X;10
37277;114868;1880985055;1
65384;138844;087857719X;8
45610;138995;1565548353;10
11324;254;156971620X;9
13480;45430;089480829X;9
11098;38248;034543014X;10
8906;27472;055321330X;8
50861;139032;087923556X;8
63127;123784;1558021566;10
46328;46003;051770787X;8
4046;68077;087542127X;8
44422;38855;1565123123;7
47191;95316;1557739250;5
9528;36715;080410526X;10
62909;121264;031287278X;8
62283;115003;091710272X;5
31065;24933;1551668947;8
5249;47126;044651652X;10
2985;74792;1400034779;7
63415;125203;2070368785;8
49029;63625;1582614687;10
57974;95799;1565113861;5
34380;23571;1883013151;8
40517;59209;1580620477;7
19121;95991;1400031362;8
22432;82841;1551668254;10
17259;65258;038079487X;7
3106;140698;1400060265;7
11810;117308;068484267X;10
3800;148934;1400031346;8
18977;5956;1883013852;5
52375;69078;1873411308;8
18476;49403;1558746986;8
58884;98391;1594140723;10
53050;71234;1932009108;10
8378;3145;044021145X;9
56694;144219;075640049X;7
20308;137336;1558744592;7
30594;60676;042514898X;4
46214;75128;006019409X;5
43104;36621;081601289X;9
38878;85641;034543773X;9
225;102647;043935806X;9
6261;43481;044022425X;9
10848;148731;1558745718;8
1704;26713;014023313X;9
15283;136193;140003065X;8
35036;24027;051758283X;8
27436;27540;1561797189;6
6015;55787;068484477X;8
19633;23953;1551667215;7
44076;38023;039541105X;10
37439;27875;1565230086;10
66942;152435;1564403793;6
43521;132663;1882591151;8
55540;84424;1564781968;4
52407;76499;9500700891;10
38038;28938;019866172X;8
27682;136491;1566193087;4
39566;101620;093062582X;10
42640;98525;067181785X;10
22445;93426;155166285X;5
45385;55493;080211590X;5
29977;16488;076790284X;7
31062;114368;1551668874;5
17664;76151;1551668653;10
1286;114241;039480001X;10
7167;128318;039592720X;10
63990;128102;158597109X;5
35199;111269;1400040272;6
63294;124322;060980958X;10
65879;143175;1558002677;9
31328;16877;055325748X;8
58116;96448;156987509X;5
44861;110483;1568650108;10
46051;46534;031218171X;9
65570;140036;1585673463;9
64530;141147;006019149X;10
46244;76122;055356370X;7
46527;107784;156025355X;5
33921;21870;1545679010;7
51932;67547;087116194X;6
45954;66740;1573220426;9
56196;139070;067972818X;10
21177;93358;078688939X;7
32204;114368;050552354X;5
39230;140662;1576734749;9
11771;60244;068484267X;9
48978;55178;089480023X;5
27930;13273;1551666901;8
29675;86819;1585421065;3
13181;129349;038531258X;7
55492;83934;1573241644;8
11708;101616;080213825X;7
47943;52011;039395613X;5
16621;137168;1565122968;8
58430;98391;037375003X;10
38563;29978;084871816X;8
43439;36836;1570620776;5
58649;98391;1553165772;9
24772;26084;061812702X;10
18130;98599;031242227X;9
54432;78746;1573220027;5
28870;78007;067169507X;10
6363;35859;059035342X;10
64674;132851;044922452X;5
65734;142174;069100515X;7
13858;150968;1551665794;8
66526;148314;037541567X;10
15917;120770;006098824X;6
32220;85993;1401301231;10
15496;141493;042518045X;9
24625;143415;006097673X;10
53313;73196;1884718051;10
48725;53392;1577490657;8
5751;66680;039914465X;5
65112;136240;1583340971;9
39933;31594;1574101277;5
50294;114368;1551662469;5
7897;51883;037307638X;10
44799;119594;1551668017;6
58713;98391;1575668750;8
52798;70052;1895618827;5
5744;35859;039914465X;2
11761;46398;068484267X;9
58712;98391;1575668734;9
16531;124048;1558747060;8
54515;78834;039474215X;7
9804;98391;155166884X;9
2785;7346;088138013X;8
34465;134797;1551669099;9
6049;88256;068484477X;10
41210;34636;1585420263;5
58715;98391;1575668815;10
27253;68690;084233226X;10
58880;98391;1594140685;10
60865;137034;1552781631;2
53527;74088;081256541X;7
1284;104399;039480001X;10
26323;126585;1551668246;8
40509;87964;1571316043;5
20200;6543;1570629137;5
22426;7495;1551668254;6
51770;66129;156718684X;7
38890;114988;1569472025;8
60316;104058;1410704998;5
13425;71831;034536628X;8
52707;138883;1576737535;10
37239;38781;1587492695;10
31021;78489;1551668513;7
51020;61087;1585421235;8
117;141719;038550120X;7
39669;98391;1575669072;9
3393;55734;044022165X;9
45278;143175;067946039X;7
5170;122919;1558745157;8
35783;25601;051747977X;9
63182;132357;091827382X;8
44094;56856;076791032X;7
48079;52199;185314116X;9
50223;58773;1565923715;8
60127;102655;1568303734;7
23132;97721;006109868X;9
30462;16795;030768797X;5
35291;24767;1578700396;6
29524;15654;006092327X;7
55816;86122;189081749X;10
7840;115180;034538475X;6
34358;23571;089804801X;8
65599;140555;1877741019;10
52433;69211;1929065000;6
58354;98391;031227663X;9
33338;113155;055356823X;9
17000;73044;067088300X;8
15884;9408;006098824X;8
38312;29494;1560971878;7
45578;123617;1561451304;5
40662;32773;1401030130;10
37862;98391;1575668092;9
51389;63625;1591823897;8
20931;53278;1573228737;7
5342;125216;044651652X;9
24533;58692;055314300X;3
57058;92979;031226366X;1
48571;138097;034538427X;10
64275;149907;039457589X;8
13622;1435;1569021074;5
27770;139286;1887317007;8
40433;124079;1558172289;8
51055;61524;014018371X;5
57969;95574;1573226777;10
60791;106849;1569246513;10
65647;141373;1568848684;8
311;73056;088365721X;8
2113;147420;006092988X;8
21749;69078;074320395X;7
51597;64779;081850191X;5
32104;48314;073560505X;7
60798;106895;1885223897;6
46783;62330;014130636X;7
1491;68555;044023722X;4
57816;95025;034545328X;8
57242;93047;1585671169;8
32498;52584;042506137X;6
54159;76499;1573922587;10
49491;55947;1580173136;8
37595;28594;1582402264;8
22461;12671;038533396X;10
39599;138198;1558744290;7
34018;64589;155166738X;10
20185;32252;1567312292;6
28967;33036;158062524X;6
10815;66100;1558745718;9
55933;86837;1885171471;6
13746;1652;1931561281;5
6232;125514;1573229075;8
47777;71568;037322592X;7
59935;101851;1556155468;7
13362;83736;1400062888;7
19053;26618;042513024X;8
17521;148898;1401300901;10
60906;107592;1575421135;5
54163;76499;1585670472;10
9704;27169;1551664496;8
42698;36554;087286085X;9
24102;49889;1592400876;10
31961;102359;1565070658;9
31135;97874;1561707228;8
10872;101209;1558747109;5
66404;147917;1573220663;9
12286;103336;067972768X;9
34217;23220;1570622345;7
36014;25981;067941133X;5
42435;35859;188602832X;7
42481;35921;031206571X;5
11034;64681;051513290X;5
59994;101851;1566867142;10
58873;98391;1594140618;10
47593;81492;039914143X;9
7494;145369;006016848X;5
9181;98322;055357258X;7
54130;100906;1551114933;9
10866;70415;1558747109;8
12506;116856;038529929X;9
1482;66055;044023722X;8
15968;21011;031227193X;5
36243;26487;1575668033;5
46225;45113;1551668262;10
39141;30771;1551664461;6
30565;53707;038089968X;9
33619;106988;157062187X;8
31202;16795;1573223581;8
43669;37113;093601511X;5
4262;1535;067976402X;10
36224;26435;039457236X;7
51891;106007;044050306X;10
50569;81368;015601288X;9
5001;94931;034540288X;5
64469;130577;067942069X;9
45393;42323;1569472785;9
12250;23619;193156146X;10
5691;119413;1558745017;7
22344;38781;051513225X;10
28667;38556;1573225541;5
14044;145501;1561706213;8
6297;5207;059035342X;8
6917;120345;014025448X;10
25810;148124;1567920713;8
59153;102359;071728218X;10
63277;151843;074342851X;7
